subject,subject_type,relation,object,object_type,date
kementerian perhubungan,PEMERINTAHAN,BerdampakPositif,pembangunan sektor perkeretaapian indonesia,KONSEP,2024-06-11 15:00:00
ka perkotaan bandung,PRODUK,BerdampakPositif,mobilitas masyarakat,KONSEP,2024-06-11 15:00:00
ka bandara sepinggan-ikn,PRODUK,Meningkatkan,katalisator pertumbuhan kawasan kalimantan timur,KONSEP,2024-06-11 15:00:00
ka perkotaan bandung,PRODUK,Meningkatkan,pengembalian investasi,INDIKATOR_EKONOMI,2024-06-11 15:00:00
investor china,ORGANISASI,BerinvestasiDi,tiga proyek perkeretaapian,KONSEP,2024-06-11 15:00:00
kementerian perhubungan,PEMERINTAHAN,Mengumumkan,kereta api perkotaan bandung,PRODUK,2024-06-11 15:00:00
kementerian perhubungan,PEMERINTAHAN,Mengumumkan,tiga proyek perkeretaapian,KONSEP,2024-06-11 15:00:00
kementerian perhubungan,PEMERINTAHAN,Mengumumkan,ka bandara,PRODUK,2024-06-11 15:00:00
kementerian perhubungan,PEMERINTAHAN,Mengumumkan,ka perkotaan di ibu kota nusantara,PRODUK,2024-06-11 15:00:00
pemerintah,PEMERINTAHAN,Mengumumkan,surat berharga negara,PRODUK,2024-06-11 12:09:00
kementerian keuangan,PEMERINTAHAN,Mengumumkan,sbr seri sbr013,PRODUK,2024-06-11 12:09:00
sbr,PRODUK,Menghasilkan,kupon,INSTRUMEN_FINANSIAL,2024-06-11 12:09:00
bank indonesia,BADAN_REGULATOR,Mempengaruhi,tingkat suku bunga,INDIKATOR_EKONOMI,2024-06-11 12:09:00
sbr013t2,PRODUK,Memiliki,"kupon 6,45 persen",INSTRUMEN_FINANSIAL,2024-06-11 12:09:00
sbr013t4,PRODUK,Memiliki,"kupon 6,6 persen",INSTRUMEN_FINANSIAL,2024-06-11 12:09:00
pemerintah,PEMERINTAHAN,Mengumumkan,savings bonds ritel,PRODUK,2024-06-11 12:09:00
sbr013,PRODUK,Mempengaruhi,kupon atau imbal hasil,INDIKATOR_EKONOMI,2024-06-11 07:00:00
sbr013,PRODUK,BeroperasiDi,perdagangan di pasar sekunder,KONSEP,2024-06-11 07:00:00
sbr013t4,PRODUK,Mempengaruhi,kupon atau imbal hasil,INDIKATOR_EKONOMI,2024-06-11 07:00:00
sbr013t2,PRODUK,Mempengaruhi,kupon atau imbal hasil,INDIKATOR_EKONOMI,2024-06-11 07:00:00
fasilitas early redemption,KONSEP,BerdampakPositif,investor,ORANG,2024-06-11 07:00:00
pemerintah,PEMERINTAHAN,Meningkatkan,fasilitas early redemption,KONSEP,2024-06-11 07:00:00
investasi savings bond ritel,PRODUK,Memiliki,sbr seri sbr013,PRODUK,2024-06-11 07:00:00
pemerintah,PEMERINTAHAN,Mengumumkan,investasi savings bond ritel,PRODUK,2024-06-11 07:00:00
nona manis,PERUSAHAAN,BeroperasiDi,oegstgeest,KOTA,2024-06-11 05:40:00
nona manis,PERUSAHAAN,Menghasilkan,masakan indonesia,PRODUK,2024-06-11 05:40:00
pemerintah daerah,PEMERINTAHAN,Memiliki,kewenangan,KONSEP,2024-06-11 05:40:00
luhut binsar pandjaitan,ORANG,Mengumumkan,beberapa sumber beras di kamboja,PRODUK,2024-06-10 21:11:00
bulog,BADAN_REGULATOR,Berpartisipasi,stok cadangan beras,INDIKATOR_EKONOMI,2024-06-10 21:11:00
joko widodo,ORANG,Mengumumkan,sumber beras,PRODUK,2024-06-10 21:11:00
joko widodo,ORANG,Mengumumkan,perusahaan penghasil gula dan etanol,PERUSAHAAN,2024-06-10 21:11:00
investasi sbr,PRODUK,Memiliki,kupon atau imbal hasil,INSTRUMEN_FINANSIAL,2024-06-10 18:13:00
pemerintah,PEMERINTAHAN,Mengumumkan,savings bond ritel atau sbr seri sbr013,PRODUK,2024-06-10 18:13:00
bursa hong kong,PERUSAHAAN,Mengumumkan,praktik lama menutup pasar saham saat topan dan cuaca buruk,KONSEP,2024-06-10 15:53:00
bursa hong kong,PERUSAHAAN,Mengumumkan,rencana ini,KONSEP,2024-06-10 15:53:00
siklon tropis,SEKTOR,Mempengaruhi,musim topan di pasifik,KONSEP,2024-06-10 15:53:00
musim topan di pasifik,KONSEP,BeroperasiDi,bulan april hingga november,KONSEP,2024-06-10 15:53:00
sbr seri sbr013,PRODUK,Memiliki,kupon atau imbal hasil,INDIKATOR_EKONOMI,2024-06-10 11:45:00
sbr seri sbr013,PRODUK,BeroperasiDi,periode penawaran,KONSEP,2024-06-10 11:45:00
bi-rate,INDIKATOR_EKONOMI,Mempengaruhi,kupon sbr,INDIKATOR_EKONOMI,2024-06-10 11:45:00
pemerintah,PEMERINTAHAN,Mengumumkan,sbr seri sbr013,PRODUK,2024-06-10 11:45:00
pemerintah,PEMERINTAHAN,Mengumumkan,savings bond ritel (SBR) seri SBR013,PRODUK,2024-06-10 10:00:00
savings bond ritel (SBR),PRODUK,Memiliki,surat utang negara,PRODUK,2024-06-10 10:00:00
savings bond ritel (SBR) seri SBR013,PRODUK,Mempengaruhi,nilai pokok,INDIKATOR_EKONOMI,2024-06-10 10:00:00
savings bond ritel (SBR) seri SBR013,PRODUK,Mempengaruhi,kupon,INSTRUMEN_FINANSIAL,2024-06-10 10:00:00
savings bond ritel (SBR),PRODUK,Mempengaruhi,risiko gagal bayar,KONSEP,2024-06-10 10:00:00
pemerintah,PEMERINTAHAN,Mengendalikan,kupon,INSTRUMEN_FINANSIAL,2024-06-10 10:00:00
kupon,INSTRUMEN_FINANSIAL,BerdampakPositif,nilai pokok,INDIKATOR_EKONOMI,2024-06-10 10:00:00
investasi sbr013t4,PRODUK,Memiliki,early redemption,KONSEP,2024-06-10 08:32:00
investasi sbr013t2,PRODUK,Memiliki,early redemption,KONSEP,2024-06-10 08:32:00
savings bond ritel seri sbr013,PRODUK,Memiliki,suku bunga,INSTRUMEN_FINANSIAL,2024-06-10 08:32:00
asean,WILAYAH,Memiliki,jumlah penduduk 680 juta jiwa,INDIKATOR_EKONOMI,2024-06-10 07:01:00
asean,WILAYAH,Meningkatkan,perekonomian kawasan,INDIKATOR_EKONOMI,2024-06-10 07:01:00
indonesia,NEGARA,BerinvestasiDi,pembangunan infrastruktur,KONSEP,2024-06-10 07:01:00
indonesia,NEGARA,Mengendalikan,produksi nikel,PRODUK,2024-06-10 07:01:00
indonesia,NEGARA,Menghasilkan,pdb,INDIKATOR_EKONOMI,2024-06-10 07:01:00
hsbc,PERUSAHAAN,Mengumumkan,kontribusi dalam pengembangan ekosistem ev,KONSEP,2024-06-10 07:01:00
investor,ORANG,Memiliki,preferensi dan tujuan investasi,KONSEP,2024-06-09 23:59:00
pemerintah,PEMERINTAHAN,Mengumumkan,penawaran saving bond ritel seri sbr013,PRODUK,2024-06-09 23:59:00
pemerintah,PEMERINTAHAN,Mengumumkan,penawaran sbn ritel,PRODUK,2024-06-09 23:59:00
indeks harga saham gabungan,INDIKATOR_EKONOMI,Meningkatkan,saham nasional,KONSEP,2024-06-09 19:00:00
bursa efek indonesia,BADAN_REGULATOR,Mengumumkan,ihsg,INDIKATOR_EKONOMI,2024-06-09 19:00:00
ihsg,INDIKATOR_EKONOMI,Menurunkan,kapitalisasi pasar,INDIKATOR_EKONOMI,2024-06-09 19:00:00
kapitalisasi pasar,INDIKATOR_EKONOMI,Menurunkan,pasar saham,KONSEP,2024-06-09 19:00:00
rata-rata frekuensi transaksi,INDIKATOR_EKONOMI,Menurunkan,transaksi,KONSEP,2024-06-09 19:00:00
saham bren,PERUSAHAAN,Menurunkan,orang terkaya di ri,ORANG,2024-06-09 19:00:00
pt harum energy tbk,PERUSAHAAN,Menurunkan,harga saham,INSTRUMEN_FINANSIAL,2024-06-09 19:00:00
investasi emas,PRODUK,Memperkenalkan,risiko yang lumayan rendah,KONSEP,2024-06-07 20:15:00
investasi properti,PRODUK,BerdampakPositif,keuntungan,INSTRUMEN_FINANSIAL,2024-06-07 20:15:00
investasi,KONSEP,Memiliki,peningkatan nilai,INSTRUMEN_FINANSIAL,2024-06-07 20:15:00
investasi,KONSEP,Memiliki,keuntungan,INSTRUMEN_FINANSIAL,2024-06-07 20:15:00
generasi muda,ORANG,BerinvestasiDi,dunia investasi,KONSEP,2024-06-07 20:15:00
shanghai komposit,INDIKATOR_EKONOMI,Meningkatkan,harga saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
nikkei,INDIKATOR_EKONOMI,Menurunkan,harga saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
hang seng,INDIKATOR_EKONOMI,Menurunkan,harga saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
petrindo jaya kreasi,PERUSAHAAN,Menghasilkan,saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
sariguna primatirta,PERUSAHAAN,Menghasilkan,saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
indocement tunggal prakarsa,PERUSAHAAN,Menghasilkan,saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
saham bren,PRODUK,Menurunkan,harga,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
bank tabungan negara,PERUSAHAAN,Menurunkan,harga saham,INSTRUMEN_FINANSIAL,2024-06-07 17:35:00
rupiah,KONSEP,Meningkatkan,nilai tukar,KONSEP,2024-06-07 17:35:00
bsn,PERUSAHAAN,Meningkatkan,remunerasi saham,PRODUK,2024-06-07 17:35:00
indeks harga saham gabungan,INDIKATOR_EKONOMI,Menurunkan,saham,PRODUK,2024-06-07 17:35:00
indonesia,NEGARA,Meningkatkan,pariwisata hijau,KONSEP,2024-06-07 13:20:00
india,NEGARA,Menghasilkan,jumlah kunjungan wisman,INDIKATOR_EKONOMI,2024-06-07 13:20:00
india,NEGARA,AnggotaDari,pasar wisatawan mancanegara,KONSEP,2024-06-07 13:20:00
india,NEGARA,BerdampakPositif,pariwisata,SEKTOR,2024-06-07 13:20:00
indonesia,NEGARA,BerinvestasiDi,ekonomi digital,KONSEP,2024-06-07 13:20:00
menteri pariwisata dan ekonomi kreatif sandiaga salahuddin uno,ORANG,Mengumumkan,kerja sama ekonomi digital,KONSEP,2024-06-07 13:20:00
india,NEGARA,Berpartisipasi,ekonomi digital,KONSEP,2024-06-07 13:20:00
rizki handayani,ORANG,BerdampakPositif,keberlanjutan,KONSEP,2024-06-07 09:37:00
kemenparekraf,PEMERINTAHAN,Mengumumkan,jumlah realisasi investasi di kuartal i-2024,INDIKATOR_EKONOMI,2024-06-07 09:37:00
international tourism investment forum,EVENT,Berpartisipasi,600 peserta dari 29 negara,ORGANISASI,2024-06-07 09:37:00
kemenparekraf,PEMERINTAHAN,Mengumumkan,target realisasi investasi sepanjang 2024,INDIKATOR_EKONOMI,2024-06-07 09:37:00
kemenparekraf,PEMERINTAHAN,BerinvestasiDi,sektor pariwisata dan ekonomi kreatif,SEKTOR,2024-06-07 09:37:00
international tourism investment forum,EVENT,Memperkenalkan,peluang proyek khusus,KONSEP,2024-06-07 09:37:00
international tourism investment forum,EVENT,BeroperasiDi,swissotel pik avenue,KOTA,2024-06-07 09:37:00
menteri pariwisata dan ekonomi kreatif,PEMERINTAHAN,Mengumumkan,jumlah realisasi investasi di bidang pariwisata dan ekonomi kreatif,SEKTOR,2024-06-07 09:37:00
investasi bodong,KONSEP,Mengendalikan,pengelolaan investasi yang tidak kredibel,KONSEP,2024-06-07 09:00:00
investasi bodong,KONSEP,Memiliki,risiko tinggi,KONSEP,2024-06-07 09:00:00
investasi bodong,KONSEP,Mengaitkan,keuntungan besar yang tidak masuk akal,KONSEP,2024-06-07 09:00:00
kementerian keuangan,PEMERINTAHAN,Mengumumkan,investasi,KONSEP,2024-06-07 09:00:00
investasi,KONSEP,Mempengaruhi,kegiatan perekonomian,KONSEP,2024-06-07 09:00:00
investasi,KONSEP,BeroperasiDi,pasar modal,KONSEP,2024-06-07 09:00:00
basuki hadimuljono,ORANG,BerdampakPositif,target investasi,KONSEP,2024-06-07 07:00:00
kementerian pekerjaan umum dan perumahan rakyat,PEMERINTAHAN,Berpartisipasi,diskusi penyelesaian masalah pertanahan,KONSEP,2024-06-07 07:00:00
otorita ibu kota nusantara,BADAN_REGULATOR,Memiliki,investasi sebesar rp 100 triliun pada tahun 2024,INDIKATOR_EKONOMI,2024-06-07 07:00:00
basuki hadimuljono,ORANG,Mengumumkan,melanjutkan apa yang telah digarap oleh pejabat oikn sebelumnya,KONSEP,2024-06-07 07:00:00
bambang susantono,ORANG,Mengumumkan,target 2024 rp 100 triliun investasi,KONSEP,2024-06-07 07:00:00
otorita ibu kota nusantara,BADAN_REGULATOR,Mempengaruhi,investasi swasta,INSTRUMEN_FINANSIAL,2024-06-07 07:00:00
brunei darusallam,NEGARA,BerinvestasiDi,dua proyek perumahan ikn,KONSEP,2024-06-07 05:46:00
bambang susantono,ORANG,Mengumumkan,nilai kedua proyek,KONSEP,2024-06-07 05:46:00
jta international investment holding,PERUSAHAAN,BerinvestasiDi,studio alam film gamplong,PRODUK,2024-06-06 17:39:00
sandiaga salahuddin uno,ORANG,Mengumumkan,investasi senilai 4 miliar dollar as untuk studio alam film gamplong,PRODUK,2024-06-06 17:39:00
sandiaga salahuddin uno,ORANG,Mempengaruhi,desa gamplong,WILAYAH,2024-06-06 17:39:00
hanung bramantyo,ORANG,Meningkatkan,jumlah pengunjung,INDIKATOR_EKONOMI,2024-06-06 17:39:00
studio alam film gamplong,PRODUK,Menghasilkan,daya tarik wisata,KONSEP,2024-06-06 17:39:00
sekolah islam al-azhar summarecon nusantara,PERUSAHAAN,Menghasilkan,investasi rp 150 miliar,INDIKATOR_EKONOMI,2024-06-06 08:51:00
btn,PERUSAHAAN,Menghasilkan,investasi rp 86 miliar,INDIKATOR_EKONOMI,2024-06-06 08:51:00
PLN icon plus,PERUSAHAAN,Menghasilkan,investasi rp 1 triliun,INDIKATOR_EKONOMI,2024-06-06 08:51:00
bakrie group,PERUSAHAAN,Berpartisipasi,pembangunan pusat riset energi berkelanjutan 'nusantara sustainability hub',EVENT,2024-06-06 08:51:00
pertamina,PERUSAHAAN,Berpartisipasi,pembangunan pusat riset energi berkelanjutan 'nusantara sustainability hub',EVENT,2024-06-06 08:51:00
universitas gunadarma,PERUSAHAAN,Menghasilkan,investasi rp 75 miliar,INDIKATOR_EKONOMI,2024-06-06 08:51:00
bina bangsa school,PERUSAHAAN,Menghasilkan,investasi rp 150 miliar,INDIKATOR_EKONOMI,2024-06-06 08:51:00
groundbreaking tahap vi,EVENT,BerdampakPositif,investasi di ikn,KONSEP,2024-06-06 08:51:00
presiden joko widodo,ORANG,Berpartisipasi,groundbreaking tahap vi,EVENT,2024-06-06 08:51:00
otorita ibu kota nusantara,PEMERINTAHAN,Mengumumkan,investasi di nusantara,KONSEP,2024-06-06 08:51:00
amerika serikat,NEGARA,BerinvestasiDi,negara-negara mitra ipef,NEGARA,2024-06-05 21:04:00
perusahaan as,PERUSAHAAN,BeroperasiDi,industri di indonesia,SEKTOR,2024-06-05 21:04:00
indonesia,NEGARA,Meningkatkan,investasi energi baru dan terbarukan,SEKTOR,2024-06-05 21:04:00
indonesia,NEGARA,BeroperasiDi,data center,PRODUK,2024-06-05 21:04:00
indonesia,NEGARA,Memiliki,kawasan ekonomi khusus,KONSEP,2024-06-05 21:04:00
indonesia,NEGARA,AnggotaDari,organization for economic cooperation and development,ORGANISASI,2024-06-05 21:04:00
menteri koordinator bidang perekonomian airlangga hartarto,ORANG,Mengumumkan,dukungan amerika serikat,NEGARA,2024-06-05 21:04:00
pemerintah,PEMERINTAHAN,Berpartisipasi,investasi energi terbarukan,SEKTOR,2024-06-05 20:00:00
pemimpin redaksi harian kompas sutta dharmasaputra,ORANG,Mengumumkan,peran serta masyarakat dan dukungan investasi,KONSEP,2024-06-05 20:00:00
joko widodo,ORANG,Mengumumkan,energi hijau,KONSEP,2024-06-05 13:06:00
joko widodo,ORANG,Mengumumkan,investor,ORANG,2024-06-05 13:06:00
indonesia,NEGARA,Mengendalikan,energi hijau,KONSEP,2024-06-05 13:06:00
indonesia,NEGARA,Memiliki,4.400 sungai,INSTRUMEN_FINANSIAL,2024-06-05 13:06:00
pln hub,PERUSAHAAN,BeroperasiDi,ikn,KOTA,2024-06-05 13:06:00
pt pln,PERUSAHAAN,Menghasilkan,hydro power,KONSEP,2024-06-05 13:06:00
joko widodo,ORANG,Mengumumkan,penugasan baru bambang,KONSEP,2024-06-05 09:33:00
joko widodo,ORANG,Meningkatkan,kebaikan negara,KONSEP,2024-06-05 09:33:00
menteri sekretaris negara,PEMERINTAHAN,Mengumumkan,surat pengunduran diri,KONSEP,2024-06-05 09:33:00
kawasan ikn,WILAYAH,BerdampakPositif,pembangunan,KONSEP,2024-06-05 09:33:00
bambang susantono,ORANG,Berpartisipasi,kerja sama internasional,KONSEP,2024-06-05 09:33:00
bambang susantono,ORANG,Mengumumkan,mundur sebagai kepala dan wakil kepala otorita nusantara,KONSEP,2024-06-05 09:33:00
joko widodo,ORANG,Mengaitkan,investasi asing,INSTRUMEN_FINANSIAL,2024-06-05 09:33:00
dhony rahajoe,ORANG,Mengumumkan,mundur sebagai kepala dan wakil kepala otorita nusantara,KONSEP,2024-06-05 09:33:00
joko widodo,ORANG,Mengumumkan,mundurnya bambang susantono dhony rahajoe,KONSEP,2024-06-05 09:33:00
otorita nusantara,BADAN_REGULATOR,Mengendalikan,investasi asing,INSTRUMEN_FINANSIAL,2024-06-05 09:33:00
korupsi dana perbaikan jalan,KONSEP,BerdampakNegatif,kerugian negara,INDIKATOR_EKONOMI,2024-06-05 06:28:00
al azhar summarecon nusantara,PERUSAHAAN,Berpartisipasi,groundbreaking di ikn,EVENT,2024-06-05 06:00:00
bakrie university,PERUSAHAAN,Mengaitkan,research center,PERUSAHAAN,2024-06-05 06:00:00
pertamina university,PERUSAHAAN,Mengaitkan,research center,PERUSAHAAN,2024-06-05 06:00:00
standford university,PERUSAHAAN,Mengaitkan,research center,PERUSAHAAN,2024-06-05 06:00:00
lim kok wing university of creative technology,PERUSAHAAN,Berpartisipasi,groundbreaking di ikn,EVENT,2024-06-05 06:00:00
research center,PERUSAHAAN,Berpartisipasi,groundbreaking di ikn,EVENT,2024-06-05 06:00:00
bina bangsa school,PERUSAHAAN,Berpartisipasi,groundbreaking di ikn,EVENT,2024-06-05 06:00:00
gunadarma university,PERUSAHAAN,Berpartisipasi,groundbreaking di ikn,EVENT,2024-06-05 06:00:00
raja juli antoni,ORANG,AnggotaDari,oikn,BADAN_REGULATOR,2024-06-05 06:00:00
basuki hadimuljono,ORANG,AnggotaDari,oikn,BADAN_REGULATOR,2024-06-05 06:00:00
oikn,BADAN_REGULATOR,Meningkatkan,investasi,INDIKATOR_EKONOMI,2024-06-05 06:00:00
otorita ikn,BADAN_REGULATOR,Mengumumkan,"rp 51,35 triliun",INDIKATOR_EKONOMI,2024-06-05 06:00:00
otorita ikn,BADAN_REGULATOR,Menghasilkan,"rp 1,75 triliun",INDIKATOR_EKONOMI,2024-06-05 06:00:00
kementerian perindustrian,PEMERINTAHAN,Mengumumkan,kebijakan moratorium investasi industri semen,KONSEP,2024-06-04 20:00:00
kementerian perindustrian,PEMERINTAHAN,Mempengaruhi,pembangunan industri semen di aceh,KONSEP,2024-06-04 20:00:00
pemkab aceh selatan,PEMERINTAHAN,Mengaitkan,investor china,ORGANISASI,2024-06-04 20:00:00
pt kobexindo cement,PERUSAHAAN,AnggotaDari,memorandum of understanding (mou) dengan pemkab aceh selatan,KONSEP,2024-06-04 20:00:00
industri semen,SEKTOR,Menghasilkan,overcapacity,INDIKATOR_EKONOMI,2024-06-04 20:00:00
pembangunan industri semen,KONSEP,BerdampakNegatif,produsen semen existing di sumatera,PERUSAHAAN,2024-06-04 20:00:00
pemilik emaar properties,PERUSAHAAN,BerinvestasiDi,lahan di ikn,KONSEP,2024-06-04 18:29:00
uni emirat arab,NEGARA,BerinvestasiDi,lahan di ikn,KONSEP,2024-06-04 18:29:00
jabatan kepala otorita,ORGANISASI,Mempengaruhi,harga tanah di ikn,INDIKATOR_EKONOMI,2024-06-04 18:29:00
presiden joko widodo,ORANG,Memperkenalkan,lahan di ibu kota nusantara,KONSEP,2024-06-04 18:29:00
presiden joko widodo,ORANG,Mengumumkan,harga tanah di ikn,INDIKATOR_EKONOMI,2024-06-04 18:29:00
presiden joko widodo,ORANG,Mengumumkan,peletakan batu pertama,EVENT,2024-06-04 18:29:00
bank indonesia,BADAN_REGULATOR,Mengendalikan,suku bunga,INSTRUMEN_FINANSIAL,2024-06-04 18:00:00
ekonomi indonesia,KONSEP,Meningkatkan,pertumbuhan,INDIKATOR_EKONOMI,2024-06-04 18:00:00
ekonomi indonesia,KONSEP,BerdampakPositif,pertumbuhan kredit yang kuat,KONSEP,2024-06-04 18:00:00
indonesia,NEGARA,Memiliki,ekonomi sehat,KONSEP,2024-06-04 18:00:00
the fed,BADAN_REGULATOR,Mempengaruhi,suku bunga,INSTRUMEN_FINANSIAL,2024-06-04 18:00:00
bank indonesia,BADAN_REGULATOR,Mengumumkan,menaikkan suku bunga,INDIKATOR_EKONOMI,2024-06-04 18:00:00
hsbc global private banking and wealth,PERUSAHAAN,Mengumumkan,imbalan hasil dari pasar obligasi dan private credit,KONSEP,2024-06-04 18:00:00
asean,WILAYAH,Memiliki,peluang pertumbuhan ekonomi,KONSEP,2024-06-04 18:00:00
india,NEGARA,Memiliki,peluang pertumbuhan ekonomi,KONSEP,2024-06-04 18:00:00
hsbc holdings plc,PERUSAHAAN,Mengumumkan,demografi penduduk berusia muda,KONSEP,2024-06-04 18:00:00
hsbc holdings plc,PERUSAHAAN,Mengumumkan,peluang pertumbuhan ekonomi,KONSEP,2024-06-04 18:00:00
hsbc global private banking and wealth,PERUSAHAAN,Memperkenalkan,portofolio dengan susunan sumber pengembalian berkualitas,KONSEP,2024-06-04 18:00:00
joko widodo,ORANG,Meningkatkan,investasi,INSTRUMEN_FINANSIAL,2024-06-04 15:52:00
anindya bakrie,ORANG,AnggotaDari,pemilik,PERUSAHAAN,2024-06-04 15:52:00
sugianto kusuma,ORANG,AnggotaDari,agung sedayu group,PERUSAHAAN,2024-06-04 15:52:00
harga tanah di ikn,INDIKATOR_EKONOMI,Mengaitkan,harga tanah di jakarta,INDIKATOR_EKONOMI,2024-06-04 15:52:00
harga tanah di ikn,INDIKATOR_EKONOMI,Mengaitkan,harga tanah di balikpapan,INDIKATOR_EKONOMI,2024-06-04 15:52:00
mohamed ali rashed alabbar,ORANG,BerinvestasiDi,kawasan ibu kota nusantara,WILAYAH,2024-06-04 15:52:00
ahmad thani rashed almatrooshi,ORANG,BerinvestasiDi,kawasan ibu kota nusantara,WILAYAH,2024-06-04 15:52:00
joko widodo,ORANG,Mengumumkan,investasi,INSTRUMEN_FINANSIAL,2024-06-04 15:52:00
emaar properties,PERUSAHAAN,Mengaitkan,kawasan ibu kota nusantara,WILAYAH,2024-06-04 15:52:00
joko widodo,ORANG,Mengumumkan,kawasan ibu kota nusantara,WILAYAH,2024-06-04 15:52:00
toyota,PERUSAHAAN,Memiliki,resale value yang bagus,KONSEP,2024-06-04 15:12:00
yaris cross hev,PRODUK,Menghasilkan," konsumsi bahan bakar 24,5 km per liter",INDIKATOR_EKONOMI,2024-06-04 15:12:00
toyota yaris cross hev,PRODUK,Menghasilkan,nilai jual kembali yang bagus,KONSEP,2024-06-04 15:12:00
toyota yaris cross hev,PRODUK,Mengumumkan,stabilitas harga,KONSEP,2024-06-04 15:12:00
toyota yaris cross hev,PRODUK,BeroperasiDi,indonesia,NEGARA,2024-06-04 15:12:00
inflasi indeks harga belanja personal (pce) as,INDIKATOR_EKONOMI,Mempengaruhi,tingkat inflasi pce tahunan di as,INDIKATOR_EKONOMI,2024-06-04 10:00:00
unvr,PERUSAHAAN,Meningkatkan,kinerja selama kuartal pertama,INDIKATOR_EKONOMI,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,Meningkatkan,strategi investasi,KONSEP,2024-06-04 10:00:00
rupiah,INDIKATOR_EKONOMI,Menurunkan,16.200 per dollar as,INDIKATOR_EKONOMI,2024-06-04 10:00:00
kondisi geopolitik timur tengah,KONSEP,Mempengaruhi,appetite investor,KONSEP,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,Menurunkan,"3,48 persen",INDIKATOR_EKONOMI,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,BerdampakNegatif,outflow foreign,KONSEP,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,BerdampakNegatif,kondisi geopolitik timur tengah,KONSEP,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,BerdampakNegatif,inflasi indeks harga belanja personal (pce) as,INDIKATOR_EKONOMI,2024-06-04 10:00:00
indeks harga saham gabungan (ihsg),INDIKATOR_EKONOMI,Menurunkan,"0,9 persen",INDIKATOR_EKONOMI,2024-06-04 10:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,Menghasilkan,energi primer,PRODUK,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,Menghasilkan,energi terbarukan,PRODUK,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,Menghasilkan,energi alternatif,PRODUK,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,Meningkatkan,competitiveness bagi indonesia,KONSEP,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,BerdampakPositif,perekonomian wilayah,KONSEP,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,BeroperasiDi,kota batam,KOTA,2024-06-03 20:00:00
kawasan ekonomi khusus tanjung sauh,KONSEP,Memiliki,21 kek,KONSEP,2024-06-03 20:00:00
joko widodo,ORANG,Mengumumkan,kawasan ekonomi khusus tanjung sauh,KONSEP,2024-06-03 20:00:00
anak,KONSEP,Memiliki,kapasitas unik,KONSEP,2024-05-31 23:01:00
anak,KONSEP,BerdampakNegatif,mindset 'anak sebagai investasi hari tua',KONSEP,2024-05-31 23:01:00
anak,KONSEP,Mempengaruhi,investasi orangtua pada masa tua,KONSEP,2024-05-31 23:01:00
anak,KONSEP,Mempengaruhi,investasi masa depan,KONSEP,2024-05-31 23:01:00
anak,KONSEP,Mengendalikan,masa depan,KONSEP,2024-05-31 23:01:00
anak,KONSEP,Mempengaruhi,caranya sendiri,KONSEP,2024-05-31 23:01:00
badan pengelola tabungan perumahan rakyat,BADAN_REGULATOR,Meningkatkan,kemampuan masyarakat menjangkau harga rumah,KONSEP,2024-05-31 22:00:00
badan pengelola tabungan perumahan rakyat,BADAN_REGULATOR,Mengendalikan,portofolio investasi,INSTRUMEN_FINANSIAL,2024-05-31 22:00:00
